Név,Dátum,Utolsó ár,Forgalom (db),Forgalom (HUF érték),Forgalom (EUR érték),Kötések száma,Nyitó ár,Minimum ár,Maximum ár,Deviza,Átlag ár,Kapitalizáció
AAA,2012.08.15.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.16.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.17.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.21.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.22.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.23.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.24.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.27.,200.0,570.0,114000.0,410.7368041794271,1,200.0,200.0,200.0,HUF,200.0,1.3551575E10
AAA,2012.08.28.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.29.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.30.,204.0,19368.0,4335840.0,15235.926628716003,16,210.0,204.0,230.0,HUF,223.86617100371748,1.38226065E10
AAA,2012.08.31.,,,,,,,,,HUF,,1.38226065E10
AAA,2012.09.03.,210.0,129.0,27090.0,95.01262626262626,2,210.0,210.0,210.0,HUF,210.0,1.422915375E10
AAA,2012.09.04.,230.0,25880.0,5918124.0,20827.46436741158,19,225.0,216.0,230.0,HUF,228.67557959814528,1.558431125E10
AAA,2012.09.05.,230.0,878.0,201940.0,708.1886726284413,3,230.0,230.0,230.0,HUF,230.0,1.558431125E10
AAA,2012.09.06.,,,,,,,,,HUF,,1.558431125E10
AAA,2012.09.07.,220.0,2003.0,441127.0,1532.8086451926752,3,210.0,210.0,221.0,HUF,220.23315027458813,1.49067325E10
AAA,2012.09.10.,,,,,,,,,HUF,,1.49067325E10
AAA,2012.09.11.,215.0,6600.0,1434500.0,5040.938960536951,3,219.0,215.0,219.0,HUF,217.34848484848484,1.4567943125E10
